habitaciones;banos;parqueaderos;area_construida;area_privada;estrato;estado;antiguedad;administracion;precio_m2;ascensor;circuito_cerrado_tv;parqueadero_visitantes;porteria-recepcion;zonas_verdes;salon_comunal;balcon;barra_estilo_americano;calentador;chimenea;citofono;cocina_integral;terraza;vigilancia;parques_cercanos;estudio;patio;bodega;nombre;ubicacion;precio
2;2;1;53;53;5;No definida;mas de 30 anos;†70000;†5207547,17;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;NIZA SUBA;276000000
3;2;1;64;61;4;Bueno;16 a 30 anos;†185700;†4531250;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Ferrocaja fontibon;290000000
10;8;0;288;288;2;Bueno;16 a 30 anos;0;†937500;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;Casa;Alfonso Lopez;270000000
3;3;1;85;85;4;Bueno;16 a 30 anos;†374000;†5352941,18;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;Apartamento;Mazuren;455000000
3;2;0;58;58;2;No definida;16 a 30 anos;†90000;†3189655,17;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;El Tintal;185000000
3;3;2;113;107;5;No definida;9 a 15 anos;†787000;†5743362,83;1;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;1;Apartamento;Bella suiza;649000000
3;4;4;210;210;6;Bueno;9 a 15 anos;0;†10238095,24;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;Apartamento;Los Rosales;2150000000
5;3;1;380;450;4;Bueno;1 a 8 anos;0;†2236842,11;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Casa;Pontevedra;850000000
3;3;2;112;0;4;Bueno;mas de 30 anos;†555000;†4419642,86;0;0;1;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;Casa;Cedro madeiras;495000000
3;5;2;174;0;5;No definida;16 a 30 anos;0;†4482758,62;0;1;1;1;0;1;1;0;0;1;1;0;0;1;0;0;0;0;Casa;Colina Campestre;780000000
2;2;1;71;71;4;No definida;9 a 15 anos;†180000;†7605633,8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Samper Mendoza;540000000
4;5;3;288;220;4;No definida;mas de 30 anos;0;†3437500;0;0;0;0;1;0;0;0;1;1;0;1;1;0;0;1;0;1;Casa;El campin;990000000
3;3;2;160;160;6;No definida;9 a 15 anos;†1267000;†8062500;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Santa Paula;1290000000
4;4;2;144;144;5;No definida;16 a 30 anos;†450000;†4791666,67;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;Casa;Ferrocaja fontibon;690000000
5;3;0;156;0;2;Excelente;16 a 30 anos;0;†1314102,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Bosa La Paz;205000000
4;6;8;718;470;6;No definida;16 a 30 anos;†2480000;†8774373,26;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;La Carolina;6300000000
3;2;2;97;0;4;No definida;1 a 8 anos;0;†6391752,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;La uribe;620000000
2;1;1;57;60;5;No definida;No definida;†210000;†5438596,49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Colina Campestre;310000000
3;2;1;68;68;4;No definida;9 a 15 anos;†244000;†5147058,82;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Ciudad Alsacia;350000000
3;3;3;100;100;6;No definida;mas de 30 anos;†900000;†6500000;1;0;0;1;0;1;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Santa Barbara;650000000
3;3;2;143;143;6;Bueno;16 a 30 anos;†496000;†4895104,9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Apartamento;Santa barbara;700000000
4;4;3;313;313;6;No definida;16 a 30 anos;†954000;†5591054,31;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Santa Barbara;1750000000
2;2;1;52;52;4;No definida;1 a 8 anos;†170000;†6153846,15;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;La Felicidad;320000000
2;2;2;63;63;4;Bueno;mas de 30 anos;0;†5079365,08;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Cedritos;320000000
3;2;1;74,3;55,03;3;No definida;mas de 30 anos;†125000;†3162853,3;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;Los Pinos;235000000
2;2;1;53;53;3;Bueno;9 a 15 anos;†255000;†5056603,77;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;Apartamento;Britalia;268000000
6;4;0;590;570;3;No definida;mas de 30 anos;0;†2542372,88;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;Casa;La Macarena;1500000000
1;1;1;41;41;3;Bueno;1 a 8 anos;†240000;†6000000;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;Apartamento;Prado Pinzon;246000000
2;2;1;59;59;3;Bueno;1 a 8 anos;†261000;†4525423,73;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Britalia Norte;267000000
3;2;1;63;63;4;Bueno;mas de 30 anos;†220000;†3777777,78;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;Apartamento;Barrancas;238000000
2;1;0;40,09;36,11;3;No definida;16 a 30 anos;†84000;†4614617,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Ciudad Alsacia;185000000
3;2;2;110;110;5;Bueno;mas de 30 anos;†450000;†6000000;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Recodo Del Country;660000000
2;2;2;99;99;6;Excelente;9 a 15 anos;†733200;†6919191,92;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Barbara;685000000
3;2;1;68;65;4;Bueno;16 a 30 anos;†359000;†6323529,41;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Ciudad salitre;430000000
3;2;1;81;81;4;Bueno;16 a 30 anos;†320000;†4444444,44;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;Villas De Aranjuez;360000000
3;1;0;48;48;3;Bueno;16 a 30 anos;†100000;†3750000;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;Apartamento;Suba Compartir;180000000
2;1;0;36;36;3;Bueno;1 a 8 anos;†87000;†5611111,11;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Gilmar;202000000
2;3;2;99;99;5;Bueno;9 a 15 anos;†720000;†6868686,87;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;Apartamento;El Contador;680000000
3;4;2;199;199;6;No definida;9 a 15 anos;†824000;†4221105,53;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;Casa;Riomar;840000000
3;4;3;343;343;6;Bueno;16 a 30 anos;†2000000;†7580174,93;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;Apartamento;Acacias Usaquen;2600000000
10;5;0;170;160;4;No definida;mas de 30 anos;0;†3235294,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Santa Cecilia;550000000
3;3;2;93;93;4;Bueno;1 a 8 anos;†540000;†6989247,31;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;Apartamento;Cedro Salazar;650000000
4;4;6;380;380;6;No definida;mas de 30 anos;†1530000;†3947368,42;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Casa;Los Naranjos;1500000000
4;3;2;108;166;4;No definida;No definida;0;†6481481,48;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;Casa;Normand√≠a;700000000
2;1;1;55;88;4;No definida;16 a 30 anos;†159000;†5436363,64;0;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;Apartamento;Belmira;299000000
3;3;3;210;135;4;No definida;mas de 30 anos;0;†3285714,29;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;Casa;Modelia Occidental;690000000
2;1;0;42;38;2;No definida;9 a 15 anos;†67000;†3333333,33;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;Apartamento;India catalina;140000000
4;4;2;200;173;6;No definida;16 a 30 anos;†510000;†4645000;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;San Patricio;929000000
3;3;2;160;0;3;No definida;menor a 1 ano;0;†2368750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Kennedy Central;379000000
3;2;0;48;43;3;No definida;9 a 15 anos;†165000;†3500000;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Usaquen;168000000
1;2;2;70;70;6;Excelente;1 a 8 anos;†500000;†10285714,29;1;0;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Chico;720000000
2;2;0;75;0;4;No definida;mas de 30 anos;†308000;†4493333,33;1;1;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;Apartamento;Chapinero central;337000000
2;2;1;56;56;4;No definida;9 a 15 anos;†380000;†6571428,57;1;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Galerias;368000000
3;2;1;57;0;3;No definida;1 a 8 anos;†270000;†5000000;1;1;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;Apartamento;Cantalejo;285000000
2;2;1;72;0;3;No definida;9 a 15 anos;†100000;†4861111,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Colon;350000000
3;3;3;240;230;6;No definida;mas de 30 anos;†2300000;†5625000;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Santa Barbara;1350000000
3;3;2;120;120;5;No definida;16 a 30 anos;†520000;†4916666,67;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Colina Campestre;590000000
7;2;1;192;0;1;No definida;9 a 15 anos;0;†1145833,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Bellavista lucero alto;220000000
3;2;1;54;54;3;Bueno;9 a 15 anos;†175000;†4629629,63;0;1;0;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Alamos;250000000
3;2;1;77;0;4;No definida;No definida;0;†5454545,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Mazuren;420000000
3;3;2;134;0;5;No definida;16 a 30 anos;†814000;†5298507,46;0;0;0;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;Apartamento;La acanada;710000000
3;5;4;402;0;6;No definida;9 a 15 anos;0;†11194029,85;0;0;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;Apartamento;La Cabrera;4500000000
3;2;0;45;45;2;No definida;9 a 15 anos;†112000;†4222222,22;1;0;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Las Delicias;190000000
3;4;2;179;179;6;Bueno;9 a 15 anos;†776800;†6592178,77;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;Apartamento;Santa Barbara;1180000000
2;3;1;79;79;4;No definida;16 a 30 anos;†429000;†4556962,03;1;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;1;Apartamento;Belmira;360000000
2;1;1;63;63;4;No definida;mas de 30 anos;†387000;†3968253,97;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;Apartamento;Cedro Golf;250000000
3;2;1;102;98;3;Excelente;9 a 15 anos;†237000;†3666666,67;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Ciudadela colsubsidio;374000000
3;2;1;196;196;4;No definida;1 a 8 anos;0;†3326514,29;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Casa;Cedritos;651996800
3;2;1;125;125;4;No definida;1 a 8 anos;0;†7284640;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Usaquen;910580000
5;3;2;320;215;4;Bueno;mas de 30 anos;†460000;†2796875;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Casa;Ciudad Jardin Norte;895000000
3;2;2;140;135;5;No definida;mas de 30 anos;†536000;†4642857,14;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;El Retiro;650000000
2;2;1;70;62;4;No definida;1 a 8 anos;†340000;†7571428,57;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;Apartamento;San Luis;530000000
2;2;1;80;74;6;No definida;16 a 30 anos;†500000;†5606250;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Chico navarra;448500000
2;1;0;39;33;3;No definida;menor a 1 ano;†108000;†4358974,36;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Castilla;170000000
2;2;1;58;66;3;No definida;1 a 8 anos;†240000;†4655172,41;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;El Tintal;270000000
4;4;4;1.857;1.857;6;No definida;mas de 30 anos;0;†969305,33;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;Casa;Provenza;1800000000
3;2;1;90;90;4;Bueno;9 a 15 anos;†322000;†5555555,56;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;Apartamento;Pontevedra;500000000
3;2;1;138;138;6;No definida;mas de 30 anos;†657000;†5782608,7;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;El Nogal;798000000
5;4;3;270;270;6;No definida;16 a 30 anos;0;†5740740,74;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;La Carolina;1550000000
6;7;2;256;300;6;No definida;16 a 30 anos;†1500000;†6054687,5;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Rincon del Chico;1550000000
3;2;1;89;87;5;Excelente;1 a 8 anos;†330000;†5280898,88;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;Colina Campestre;470000000
3;2;0;46;44;3;No definida;No definida;†182100;†5652173,91;1;1;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;La Felicidad;260000000
3;2;1;69;69;3;No definida;1 a 8 anos;†260000;†3950724,64;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;Apartamento;El Vergel;272600000
2;2;1;57;57;4;No definida;16 a 30 anos;†352000;†5175438,6;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;1;Apartamento;Cedritos;295000000
2;2;2;112;112;4;Excelente;mas de 30 anos;†529000;†3571428,57;1;1;0;1;0;0;0;0;1;0;1;1;0;1;0;1;0;1;Apartamento;Suba;400000000
2;1;0;40,5;36;3;No definida;1 a 8 anos;†100000;†3827160,49;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Rafael escamilla;155000000
4;2;1;96,6;97;4;Bueno;9 a 15 anos;†260000;†4305666,45;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;1;Casa;Ferrocaja fontibon;415927379
3;2;2;84;0;3;No definida;1 a 8 anos;†200000;†5000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Favidi;420000000
3;2;1;54;54;3;No definida;9 a 15 anos;†164000;†4259259,26;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Ciudad techo;230000000
6;4;1;195;156;2;No definida;16 a 30 anos;0;†2820512,82;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;Casa;San luis;550000000
8;5;4;365;224;4;No definida;mas de 30 anos;0;†3287671,23;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;Casa;Polo club;1200000000
3;1;3;92;0;2;No definida;No definida;0;†1956521,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Granjas san pablo;180000000
3;2;0;73;0;3;No definida;1 a 8 anos;†160000;†3424657,53;0;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Ciudadela Colsubsidio;250000000
3;4;4;300;300;6;No definida;No definida;†2400000;†7000000;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;2100000000
4;5;3;311;292;6;Bueno;16 a 30 anos;†1595000;†4983922,83;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Provenza;1550000000
2;1;0;40;37;4;No definida;menor a 1 ano;†145000;†5625000;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Villa Del Prado;225000000
2;1;0;43,82;39,61;2;No definida;9 a 15 anos;†40000;†3080785,03;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;Casa;Tintala;135000000
1;2;1;48;43;3;No definida;1 a 8 anos;†230000;†6875000;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;Britalia;330000000
3;3;2;120;120;6;No definida;16 a 30 anos;0;†6333333,33;1;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Santa Paula;760000000
2;2;0;58;55;3;No definida;menor a 1 ano;†70000;†4310344,83;0;1;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;1;Apartamento;Villas del madrigal;250000000
3;2;1;78,88;78,88;4;No definida;1 a 8 anos;†289000;†4754056,8;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;Santa teresa;375000000
6;5;6;384;350;5;Bueno;16 a 30 anos;0;†5260416,67;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;Casa;Pasadena;2020000000
4;4;2;300;280;5;Excelente;mas de 30 anos;0;†3933333,33;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Casa;Las Villas;1180000000
3;2;1;52;48;4;No definida;No definida;†158000;†6115384,62;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;El tintal;318000000
2;2;1;60;60;4;No definida;16 a 30 anos;†225000;†4416666,67;1;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;Apartamento;Mazuren;265000000
3;3;2;120;120;4;No definida;1 a 8 anos;0;†6833333,33;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Salitre Noroccidental;820000000
6;4;2;243;230;5;Bueno;mas de 30 anos;0;†4814814,81;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;1;Casa;Estoril;1170000000
3;2;1;70,7;0;3;No definida;1 a 8 anos;†211000;†4950495,05;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;0;0;1;Apartamento;Bosconia;350000000
2;4;2;125;124;6;No definida;mas de 30 anos;0;†6800000;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Chico;850000000
3;2;0;98;98;3;No definida;16 a 30 anos;†60000;†3061224,49;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;Apartamento;Colombia;300000000
4;4;2;386;386;6;No definida;mas de 30 anos;0;†5181347,15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Chico;2000000000
3;2;1;99,47;90;5;No definida;9 a 15 anos;†418000;†6031969,44;1;0;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Santa helena;600000000
5;3;1;250;250;4;No definida;16 a 30 anos;0;†3920000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;Casa;Jose joaquin vargas;980000000
3;3;2;150;150;4;No definida;mas de 30 anos;0;†5666666,67;0;1;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;Casa;Estrella del norte;850000000
1;1;0;50;50;5;No definida;1 a 8 anos;†140000;†8400000;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;Apartamento;Ciudad Salitre;420000000
4;4;2;168;0;5;No definida;9 a 15 anos;†500000;†4464285,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Atenas;750000000
9;4;1;250;250;2;No definida;No definida;0;†1536000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Casa;Kennedy;384000000
2;1;1;42;0;2;No definida;16 a 30 anos;†94000;†2809523,81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Tintala;118000000
4;4;2;160;140;4;No definida;No definida;†330000;†3718750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Cedritos;595000000
3;4;3;175;0;6;No definida;16 a 30 anos;†1600000;†10685714,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Montearroyo;1870000000
3;3;0;75;75;3;Bueno;16 a 30 anos;†184000;†4266666,67;0;0;0;0;1;0;1;0;1;0;1;1;0;1;0;0;0;0;Apartamento;Mirandela;320000000
3;2;1;68;0;4;Excelente;9 a 15 anos;0;†4558823,53;1;0;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Cantalejo;310000000
2;2;0;79;0;4;No definida;mas de 30 anos;0;†5063291,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Marly;400000000
1;1;0;54,49;60,27;3;No definida;16 a 30 anos;†163000;†4220957,97;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;Apartamento;El dorado;230000000
4;5;4;481;481;6;Bueno;mas de 30 anos;†1900000;†6133056,13;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;Apartamento;Sotileza;2950000000
3;5;2;240;0;6;No definida;mas de 30 anos;†1200000;†6250000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Rincon del chico;1500000000
8;4;0;245;240;3;No definida;mas de 30 anos;0;†2632653,06;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;Casa;San Fernando;645000000
3;1;0;56;0;3;No definida;1 a 8 anos;†90000;†2946428,57;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Apartamento;Florida blanca;165000000
2;1;0;36,5;36,5;3;No definida;menor a 1 ano;†90000;†6027397,26;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Portales del norte;220000000
3;1;0;77;87;3;No definida;mas de 30 anos;0;†2987012,99;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;Casa;Belen fontibon;230000000
7;3;0;203;0;2;No definida;mas de 30 anos;0;†1625615,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Jimenez de quesada ii sector;330000000
4;3;2;93;93;5;No definida;16 a 30 anos;†789000;†6559139,78;1;0;1;1;0;0;1;0;1;1;1;0;1;0;0;0;0;0;Apartamento;Antiguo country;610000000
3;4;2;122;114;6;No definida;16 a 30 anos;†860000;†7049180,33;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Santa Barbara;860000000
3;2;1;67;63;3;No definida;16 a 30 anos;0;†4253731,34;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Verbenal;285000000
3;4;2;210;199;6;No definida;menor a 1 ano;†900000;†6666666,67;1;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;1400000000
2;2;2;79;79;6;Excelente;1 a 8 anos;†680000;†11012658,23;1;0;1;1;0;1;1;1;1;0;1;0;1;0;0;0;0;0;Apartamento;Chico Norte;870000000
3;5;10;360;360;6;Bueno;9 a 15 anos;†1100000;†5555555,56;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;Hacienda San Sebastian;2000000000
3;2;0;70;0;2;No definida;16 a 30 anos;†50000;†2214285,71;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;1;1;Casa;Fontibon;155000000
3;3;1;130;130;3;No definida;16 a 30 anos;†178000;†4576923,08;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Casa;Villa mayor oriental;595000000
3;4;2;211;211;6;Bueno;16 a 30 anos;†1036000;†5924170,62;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;La Carolina;1250000000
3;3;2;157;157;6;Bueno;16 a 30 anos;†920000;†7643312,1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;Apartamento;La Cabrera;1200000000
3;3;2;133;133;5;No definida;No definida;†557000;†5075187,97;1;1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Colina Campestre;675000000
1;1;1;37;33;6;No definida;9 a 15 anos;†220000;†8918918,92;1;0;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Chico norte;330000000
3;3;5;254;254;6;Bueno;1 a 8 anos;†1492000;†11673895,67;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Los Rosales;2965169500
3;2;1;78;0;5;Excelente;menor a 1 ano;†300000;†6538461,54;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;Apartamento;Cantalejo;510000000
3;2;2;84,84;0;4;No definida;16 a 30 anos;†380000;†5304101,84;0;1;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Suba Centro;450000000
3;3;2;200;0;6;Excelente;16 a 30 anos;†505000;†5150000;1;0;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;Apartamento;Santa Barbara;1030000000
2;2;2;71,14;0;4;No definida;1 a 8 anos;†660000;†8476244,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Bosque calderon;603000000
3;3;1;122;0;5;No definida;16 a 30 anos;†122000;†4426229,51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Nuevo Campin;540000000
4;5;6;327;327;6;Excelente;1 a 8 anos;†2700000;†10397553,52;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;Chico Norte;3400000000
3;3;5;254;254;6;Bueno;1 a 8 anos;†1492000;†11673895,67;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Los Rosales;2965169500
3;2;1;63;58;4;No definida;16 a 30 anos;†210000;†4285714,29;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Suba;270000000
3;2;1;74;74;5;Bueno;16 a 30 anos;†430000;†527027,03;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;Apartamento;Gratamira;39000000
4;3;2;148;124;4;No definida;16 a 30 anos;†470000;†4864864,86;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;Usaquen;720000000
3;3;2;150;158;4;No definida;1 a 8 anos;†713000;†5466666,67;1;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;Apartamento;Cedritos;820000000
7;2;0;184;184;3;Bueno;mas de 30 anos;0;†2445652,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Fatima;450000000
